"gene","module"
"ENSG00000211647.1","turquoise"
"ENSG00000139865.16","blue"
"ENSG00000106031.9","yellow"
"ENSG00000134873.10","blue"
"ENSG00000117322.18","turquoise"
"ENSG00000234862.1","blue"
"ENSG00000237111.1","turquoise"
"ENSG00000136531.18","blue"
"ENSG00000255535.2","grey"
"ENSG00000258602.1","grey"
"ENSG00000149596.7","green"
"ENSG00000179066.8","blue"
"ENSG00000172752.14","turquoise"
"ENSG00000186204.15","blue"
"ENSG00000124212.6","brown"
"ENSG00000287941.1","turquoise"
"ENSG00000283098.2","blue"
"ENSG00000168754.15","yellow"
"ENSG00000105852.11","blue"
"ENSG00000224566.2","grey"
"ENSG00000167634.12","grey"
"ENSG00000197632.9","yellow"
"ENSG00000258073.1","yellow"
"ENSG00000107984.10","turquoise"
"ENSG00000232040.4","grey"
"ENSG00000180251.5","blue"
"ENSG00000211957.2","turquoise"
"ENSG00000260302.3","grey"
"ENSG00000174514.13","blue"
"ENSG00000142619.4","grey"
"ENSG00000170054.16","yellow"
"ENSG00000263946.1","grey"
"ENSG00000129991.13","turquoise"
"ENSG00000149328.15","blue"
"ENSG00000057149.16","yellow"
"ENSG00000242516.2","grey"
"ENSG00000258661.1","blue"
"ENSG00000130600.19","green"
"ENSG00000254521.7","turquoise"
"ENSG00000185640.6","yellow"
"ENSG00000286418.1","yellow"
"ENSG00000103460.17","blue"
"ENSG00000138829.12","brown"
"ENSG00000047936.11","grey"
"ENSG00000106772.18","green"
"ENSG00000185290.4","turquoise"
"ENSG00000093134.15","yellow"
"ENSG00000163331.12","blue"
"ENSG00000142623.11","blue"
"ENSG00000154274.15","blue"
"ENSG00000285753.1","yellow"
"ENSG00000124678.20","yellow"
"ENSG00000140481.15","grey"
"ENSG00000231870.4","yellow"
"ENSG00000233052.1","yellow"
"ENSG00000269993.1","grey"
"ENSG00000230183.4","grey"
"ENSG00000248370.2","yellow"
"ENSG00000224769.1","blue"
"ENSG00000184613.11","yellow"
"ENSG00000283071.1","grey"
"ENSG00000224570.1","grey"
"ENSG00000287423.1","turquoise"
"ENSG00000165164.14","blue"
"ENSG00000166510.14","grey"
"ENSG00000204539.4","yellow"
"ENSG00000188580.15","grey"
"ENSG00000286519.1","grey"
"ENSG00000176406.23","yellow"
"ENSG00000138615.6","brown"
"ENSG00000114771.14","blue"
"ENSG00000105894.12","turquoise"
"ENSG00000284727.1","blue"
"ENSG00000186395.8","yellow"
"ENSG00000206262.9","grey"
"ENSG00000108244.17","yellow"
"ENSG00000170500.13","green"
"ENSG00000214776.12","turquoise"
"ENSG00000203688.6","blue"
"ENSG00000164400.6","yellow"
"ENSG00000230838.1","brown"
"ENSG00000227392.2","blue"
"ENSG00000240922.1","blue"
"ENSG00000249199.2","grey"
"ENSG00000269416.6","blue"
"ENSG00000167941.3","grey"
"ENSG00000125851.10","turquoise"
"ENSG00000233732.5","turquoise"
"ENSG00000237659.1","red"
"ENSG00000182013.18","brown"
"ENSG00000176945.17","blue"
"ENSG00000217236.2","yellow"
"ENSG00000196611.5","yellow"
"ENSG00000267327.2","blue"
"ENSG00000006611.17","blue"
"ENSG00000143452.16","grey"
"ENSG00000237548.1","blue"
"ENSG00000254221.2","grey"
"ENSG00000125285.6","blue"
"ENSG00000184108.8","yellow"
"ENSG00000162494.6","green"
"ENSG00000179826.7","grey"
"ENSG00000273018.7","grey"
"ENSG00000142661.19","green"
"ENSG00000154165.5","turquoise"
"ENSG00000225106.1","brown"
"ENSG00000183760.11","yellow"
"ENSG00000089225.20","grey"
"ENSG00000099954.18","grey"
"ENSG00000112115.7","turquoise"
"ENSG00000248360.7","yellow"
"ENSG00000030304.14","green"
"ENSG00000185008.17","turquoise"
"ENSG00000129910.8","green"
"ENSG00000197614.11","brown"
"ENSG00000139292.13","brown"
"ENSG00000229092.2","turquoise"
"ENSG00000287158.1","grey"
"ENSG00000078295.17","green"
"ENSG00000132704.16","turquoise"
"ENSG00000213606.3","grey"
"ENSG00000233532.6","turquoise"
"ENSG00000128714.6","grey"
"ENSG00000261175.6","grey"
"ENSG00000144834.14","grey"
"ENSG00000159173.19","green"
"ENSG00000124205.18","green"
"ENSG00000187173.4","yellow"
"ENSG00000234828.9","grey"
"ENSG00000197446.9","blue"
"ENSG00000136695.15","yellow"
"ENSG00000187775.17","grey"
"ENSG00000136688.11","yellow"
"ENSG00000239528.1","grey"
"ENSG00000196542.8","grey"
"ENSG00000187957.8","grey"
"ENSG00000196136.18","grey"
"ENSG00000236360.2","grey"
"ENSG00000234685.1","blue"
"ENSG00000249853.8","green"
"ENSG00000230006.7","turquoise"
"ENSG00000236028.1","yellow"
"ENSG00000138207.14","brown"
"ENSG00000133863.9","yellow"
"ENSG00000163216.7","yellow"
"ENSG00000254349.6","grey"
"ENSG00000175928.6","brown"
"ENSG00000268104.3","yellow"
"ENSG00000155269.12","yellow"
"ENSG00000163710.9","brown"
"ENSG00000158528.12","blue"
"ENSG00000136944.19","grey"
"ENSG00000232508.1","grey"
"ENSG00000242741.2","yellow"
"ENSG00000021826.17","grey"
"ENSG00000103534.17","blue"
"ENSG00000187398.12","brown"
"ENSG00000256288.1","grey"
"ENSG00000105929.16","blue"
"ENSG00000127252.7","blue"
"ENSG00000214711.10","blue"
"ENSG00000131203.13","turquoise"
"ENSG00000225362.10","turquoise"
"ENSG00000187908.20","blue"
"ENSG00000183145.9","yellow"
"ENSG00000143469.20","brown"
"ENSG00000108342.13","grey"
"ENSG00000231772.5","blue"
"ENSG00000251095.7","grey"
"ENSG00000137077.8","turquoise"
"ENSG00000105825.14","grey"
"ENSG00000163395.17","green"
"ENSG00000211667.3","turquoise"
"ENSG00000259374.2","blue"
"ENSG00000115353.11","turquoise"
"ENSG00000172382.10","yellow"
"ENSG00000114631.11","yellow"
"ENSG00000186160.5","turquoise"
"ENSG00000073756.12","grey"
"ENSG00000174343.6","yellow"
"ENSG00000134339.9","grey"
"ENSG00000165078.13","grey"
"ENSG00000165863.17","grey"
"ENSG00000255860.3","grey"
"ENSG00000241439.1","blue"
"ENSG00000113805.8","brown"
"ENSG00000196468.8","brown"
"ENSG00000232383.1","grey"
"ENSG00000144229.12","brown"
"ENSG00000170627.11","grey"
"ENSG00000176399.4","grey"
"ENSG00000204020.6","yellow"
"ENSG00000102109.9","grey"
"ENSG00000156076.10","blue"
"ENSG00000198074.10","yellow"
"ENSG00000258654.1","grey"
"ENSG00000284928.1","grey"
"ENSG00000174611.12","green"
"ENSG00000287329.1","grey"
"ENSG00000287895.1","grey"
"ENSG00000165125.22","turquoise"
"ENSG00000127324.9","blue"
"ENSG00000284095.1","grey"
"ENSG00000186377.8","turquoise"
"ENSG00000140835.10","blue"
"ENSG00000189377.9","blue"
"ENSG00000267287.1","grey"
"ENSG00000113396.13","turquoise"
"ENSG00000197084.5","grey"
"ENSG00000181449.4","blue"
"ENSG00000178934.5","yellow"
"ENSG00000197847.12","grey"
"ENSG00000135324.6","blue"
"ENSG00000235890.2","grey"
"ENSG00000075340.23","brown"
"ENSG00000156475.18","grey"
"ENSG00000226777.7","turquoise"
"ENSG00000226025.9","blue"
"ENSG00000100721.11","turquoise"
"ENSG00000127083.7","brown"
"ENSG00000254842.6","blue"
"ENSG00000153707.17","brown"
"ENSG00000144278.15","grey"
"ENSG00000287887.1","grey"
"ENSG00000203952.9","blue"
"ENSG00000253497.1","turquoise"
"ENSG00000184809.13","turquoise"
"ENSG00000112494.10","yellow"
"ENSG00000272328.1","grey"
"ENSG00000183287.14","blue"
"ENSG00000133710.16","yellow"
"ENSG00000141668.10","turquoise"
"ENSG00000267694.1","yellow"
"ENSG00000134240.12","blue"
"ENSG00000171234.14","grey"
"ENSG00000153822.14","blue"
"ENSG00000130649.10","blue"
"ENSG00000153292.16","blue"
"ENSG00000058404.20","green"
"ENSG00000287352.1","blue"
"ENSG00000286042.1","grey"
"ENSG00000144847.13","blue"
"ENSG00000163273.4","yellow"
"ENSG00000188803.15","brown"
"ENSG00000173557.15","grey"
"ENSG00000167779.9","turquoise"
"ENSG00000263639.7","blue"
"ENSG00000257017.9","turquoise"
"ENSG00000171819.5","green"
"ENSG00000124875.10","grey"
"ENSG00000138131.4","brown"
"ENSG00000265182.1","grey"
"ENSG00000248485.2","blue"
"ENSG00000171714.12","green"
"ENSG00000181392.17","blue"
"ENSG00000084110.11","yellow"
"ENSG00000134463.15","grey"
"ENSG00000231106.2","grey"
"ENSG00000234840.2","grey"
"ENSG00000249721.1","grey"
"ENSG00000112796.10","blue"
"ENSG00000064205.10","brown"
"ENSG00000235601.1","brown"
"ENSG00000109511.12","grey"
"ENSG00000082482.14","brown"
"ENSG00000185847.8","green"
"ENSG00000254607.2","grey"
"ENSG00000234929.2","grey"
"ENSG00000143502.15","blue"
"ENSG00000133134.12","blue"
"ENSG00000172403.11","green"
"ENSG00000198848.13","brown"
"ENSG00000184163.3","turquoise"
"ENSG00000102924.12","grey"
"ENSG00000179593.16","grey"
"ENSG00000268879.1","turquoise"
"ENSG00000142449.13","blue"
"ENSG00000159648.11","grey"
"ENSG00000137673.9","brown"
"ENSG00000183674.12","turquoise"
"ENSG00000179059.10","turquoise"
"ENSG00000092295.12","yellow"
"ENSG00000137441.8","blue"
"ENSG00000094963.14","turquoise"
"ENSG00000188100.9","yellow"
"ENSG00000229970.3","grey"
"ENSG00000162009.8","grey"
"ENSG00000172724.12","turquoise"
"ENSG00000109205.16","blue"
"ENSG00000178568.15","green"
"ENSG00000172020.13","brown"
"ENSG00000186007.10","grey"
"ENSG00000232023.3","grey"
"ENSG00000136574.18","blue"
"ENSG00000171885.18","grey"
"ENSG00000261502.4","blue"
"ENSG00000138675.16","brown"
"ENSG00000075035.10","turquoise"
"ENSG00000262198.1","blue"
"ENSG00000236279.7","blue"
"ENSG00000287692.1","blue"
"ENSG00000229636.2","yellow"
"ENSG00000172346.15","green"
"ENSG00000091513.16","blue"
"ENSG00000151715.8","yellow"
"ENSG00000158825.6","yellow"
"ENSG00000224251.6","blue"
"ENSG00000248329.6","brown"
"ENSG00000166391.15","grey"
"ENSG00000205325.3","grey"
"ENSG00000114948.13","blue"
"ENSG00000204936.10","blue"
"ENSG00000138650.9","brown"
"ENSG00000130558.20","turquoise"
"ENSG00000228232.1","grey"
"ENSG00000116031.9","grey"
"ENSG00000231560.1","grey"
"ENSG00000153930.12","grey"
"ENSG00000253227.2","green"
"ENSG00000154553.16","green"
"ENSG00000188828.12","yellow"
"ENSG00000232230.1","grey"
"ENSG00000227777.1","grey"
"ENSG00000261272.1","blue"
"ENSG00000145287.11","turquoise"
"ENSG00000196734.9","yellow"
"ENSG00000128594.8","blue"
"ENSG00000165966.16","brown"
"ENSG00000198542.14","brown"
"ENSG00000108924.14","blue"
"ENSG00000054938.16","brown"
"ENSG00000275395.6","turquoise"
"ENSG00000183628.14","grey"
"ENSG00000185745.10","blue"
"ENSG00000211595.2","turquoise"
"ENSG00000228577.1","blue"
"ENSG00000230750.1","grey"
"ENSG00000232855.7","grey"
"ENSG00000278928.1","turquoise"
"ENSG00000117148.8","grey"
"ENSG00000137142.5","brown"
"ENSG00000248112.1","turquoise"
"ENSG00000164007.11","grey"
"ENSG00000211656.3","turquoise"
"ENSG00000271615.1","turquoise"
"ENSG00000285407.1","grey"
"ENSG00000163736.4","yellow"
"ENSG00000261713.6","green"
"ENSG00000106541.12","blue"
"ENSG00000267056.2","grey"
"ENSG00000243479.3","yellow"
"ENSG00000107159.13","turquoise"
"ENSG00000265179.7","turquoise"
"ENSG00000255267.4","yellow"
"ENSG00000163817.16","grey"
"ENSG00000184507.16","grey"
"ENSG00000185156.6","blue"
"ENSG00000143429.10","grey"
"ENSG00000256937.1","yellow"
"ENSG00000249413.2","grey"
"ENSG00000172927.8","grey"
"ENSG00000226601.1","blue"
"ENSG00000175315.3","yellow"
"ENSG00000261092.1","yellow"
"ENSG00000146857.4","grey"
"ENSG00000188783.6","brown"
"ENSG00000170837.3","grey"
"ENSG00000243550.3","yellow"
"ENSG00000101463.6","brown"
"ENSG00000140465.14","grey"
"ENSG00000120669.16","green"
"ENSG00000229953.1","grey"
"ENSG00000114200.10","brown"
"ENSG00000185668.8","yellow"
"ENSG00000178776.5","brown"
"ENSG00000197888.2","turquoise"
"ENSG00000173467.9","blue"
"ENSG00000283142.1","yellow"
"ENSG00000265992.1","grey"
"ENSG00000111537.5","turquoise"
"ENSG00000235126.1","turquoise"
"ENSG00000115008.6","yellow"
"ENSG00000179674.4","yellow"
"ENSG00000123500.10","brown"
"ENSG00000184343.11","green"
"ENSG00000163735.7","grey"
"ENSG00000115361.8","green"
"ENSG00000163827.13","green"
"ENSG00000196260.5","blue"
"ENSG00000279141.3","blue"
"ENSG00000250292.1","grey"
"ENSG00000175877.4","yellow"
"ENSG00000017483.15","grey"
"ENSG00000166592.12","green"
"ENSG00000233517.1","blue"
"ENSG00000100146.18","turquoise"
"ENSG00000224842.2","grey"
"ENSG00000132821.12","green"
"ENSG00000135097.7","brown"
"ENSG00000178343.5","turquoise"
"ENSG00000128606.13","brown"
"ENSG00000176490.5","green"
"ENSG00000182272.12","blue"
"ENSG00000259868.3","grey"
"ENSG00000009950.16","blue"
"ENSG00000182632.15","grey"
"ENSG00000131668.14","brown"
"ENSG00000237423.3","grey"
"ENSG00000164128.7","turquoise"
"ENSG00000261115.6","turquoise"
"ENSG00000122852.15","grey"
"ENSG00000133110.15","brown"
"ENSG00000147256.12","green"
"ENSG00000261706.1","grey"
"ENSG00000215580.11","red"
"ENSG00000222037.5","turquoise"
"ENSG00000070193.5","brown"
"ENSG00000170624.13","brown"
"ENSG00000236209.1","grey"
"ENSG00000269289.6","yellow"
"ENSG00000187223.4","yellow"
"ENSG00000249500.1","blue"
"ENSG00000260704.1","grey"
"ENSG00000211804.3","turquoise"
"ENSG00000168427.9","green"
"ENSG00000285875.1","grey"
"ENSG00000152931.9","grey"
"ENSG00000101349.17","blue"
"ENSG00000101680.15","brown"
"ENSG00000233473.2","blue"
"ENSG00000233191.2","grey"
"ENSG00000161270.20","blue"
"ENSG00000183914.14","grey"
"ENSG00000150630.4","blue"
"ENSG00000225764.2","turquoise"
"ENSG00000250509.2","grey"
"ENSG00000224721.1","yellow"
"ENSG00000107165.13","brown"
"ENSG00000115919.15","turquoise"
"ENSG00000244734.4","grey"
"ENSG00000120093.11","blue"
"ENSG00000164107.9","brown"
"ENSG00000286802.1","grey"
"ENSG00000174502.19","blue"
"ENSG00000106819.13","brown"
"ENSG00000168702.18","green"
"ENSG00000214814.7","grey"
"ENSG00000156689.7","blue"
"ENSG00000147257.15","brown"
"ENSG00000155966.14","turquoise"
"ENSG00000166396.13","yellow"
"ENSG00000130032.17","brown"
"ENSG00000197587.11","grey"
"ENSG00000158560.14","brown"
"ENSG00000104435.14","green"
"ENSG00000100593.18","yellow"
"ENSG00000204869.8","blue"
"ENSG00000198768.11","turquoise"
"ENSG00000102243.13","yellow"
"ENSG00000204296.11","grey"
"ENSG00000004776.13","green"
"ENSG00000286966.1","turquoise"
"ENSG00000256039.2","turquoise"
"ENSG00000224127.1","brown"
"ENSG00000183034.13","yellow"
"ENSG00000277586.4","grey"
"ENSG00000187550.9","green"
"ENSG00000162747.12","turquoise"
"ENSG00000184502.4","turquoise"
"ENSG00000246740.2","yellow"
"ENSG00000231971.6","yellow"
"ENSG00000179023.8","blue"
"ENSG00000175161.14","green"
"ENSG00000132321.17","grey"
"ENSG00000105668.7","yellow"
"ENSG00000100433.16","yellow"
"ENSG00000251257.2","green"
"ENSG00000269729.1","turquoise"
"ENSG00000257743.8","turquoise"
"ENSG00000156510.13","turquoise"
"ENSG00000224689.9","yellow"
"ENSG00000169752.17","turquoise"
"ENSG00000276851.1","blue"
"ENSG00000184905.9","brown"
"ENSG00000163286.9","grey"
"ENSG00000264727.1","brown"
"ENSG00000183873.18","green"
"ENSG00000258689.1","blue"
"ENSG00000181195.11","brown"
"ENSG00000133019.12","blue"
"ENSG00000146477.6","yellow"
"ENSG00000104371.5","blue"
"ENSG00000117507.6","blue"
"ENSG00000101670.12","yellow"
"ENSG00000164744.13","turquoise"
"ENSG00000261241.7","grey"
"ENSG00000112319.19","green"
"ENSG00000226476.6","grey"
"ENSG00000009694.13","brown"
"ENSG00000283674.3","blue"
"ENSG00000211891.6","turquoise"
"ENSG00000166535.20","yellow"
"ENSG00000130540.14","grey"
"ENSG00000227066.2","yellow"
"ENSG00000156968.9","grey"
"ENSG00000120907.18","turquoise"
"ENSG00000126016.16","green"
"ENSG00000127129.10","grey"
"ENSG00000215612.8","grey"
"ENSG00000264714.1","yellow"
"ENSG00000129151.9","yellow"
"ENSG00000052850.8","brown"
"ENSG00000186038.9","blue"
"ENSG00000229526.2","yellow"
"ENSG00000109321.11","yellow"
"ENSG00000148346.12","blue"
"ENSG00000236130.2","blue"
"ENSG00000205221.12","green"
"ENSG00000228340.6","grey"
"ENSG00000105143.12","blue"
"ENSG00000183230.17","green"
"ENSG00000218357.3","grey"
"ENSG00000249267.7","blue"
"ENSG00000226779.1","grey"
"ENSG00000285831.1","turquoise"
"ENSG00000166426.8","turquoise"
"ENSG00000183454.18","turquoise"
"ENSG00000129451.12","yellow"
"ENSG00000228290.7","grey"
"ENSG00000145794.17","brown"
"ENSG00000138109.11","blue"
"ENSG00000118160.14","grey"
"ENSG00000070808.16","green"
"ENSG00000211753.4","turquoise"
"ENSG00000172061.9","brown"
"ENSG00000223553.6","grey"
"ENSG00000054356.14","brown"
"ENSG00000143546.10","yellow"
"ENSG00000174175.17","turquoise"
"ENSG00000242550.6","grey"
"ENSG00000224308.1","yellow"
"ENSG00000175874.10","turquoise"
"ENSG00000187123.15","turquoise"
"ENSG00000196139.14","turquoise"
"ENSG00000162723.10","turquoise"
"ENSG00000146276.12","grey"
"ENSG00000070526.15","blue"
"ENSG00000179542.16","green"
"ENSG00000038295.8","blue"
"ENSG00000140297.13","blue"
"ENSG00000225706.2","brown"
"ENSG00000173432.12","grey"
"ENSG00000127954.13","yellow"
"ENSG00000039987.7","grey"
"ENSG00000105289.15","blue"
"ENSG00000176194.18","yellow"
"ENSG00000177570.15","blue"
"ENSG00000204385.13","blue"
"ENSG00000205436.7","turquoise"
"ENSG00000170558.10","brown"
"ENSG00000185904.12","grey"
"ENSG00000164161.10","brown"
"ENSG00000166206.15","brown"
"ENSG00000174837.15","turquoise"
"ENSG00000223813.3","blue"
"ENSG00000112852.7","brown"
"ENSG00000135447.17","green"
"ENSG00000067715.14","blue"
"ENSG00000135480.16","blue"
"ENSG00000166342.19","brown"
"ENSG00000162572.21","yellow"
"ENSG00000106689.11","grey"
"ENSG00000167749.11","yellow"
"ENSG00000286062.1","grey"
"ENSG00000161849.3","yellow"
"ENSG00000238243.3","turquoise"
"ENSG00000145824.13","yellow"
"ENSG00000286256.2","yellow"
"ENSG00000170369.4","brown"
"ENSG00000228952.1","grey"
"ENSG00000145536.15","brown"
"ENSG00000257446.4","grey"
"ENSG00000049540.18","brown"
"ENSG00000244578.1","grey"
"ENSG00000177459.11","blue"
"ENSG00000259495.3","yellow"
"ENSG00000242242.6","grey"
"ENSG00000135116.9","blue"
"ENSG00000106078.19","green"
"ENSG00000116690.13","turquoise"
"ENSG00000183971.10","grey"
"ENSG00000174403.16","green"
"ENSG00000082293.13","turquoise"
"ENSG00000216306.3","yellow"
"ENSG00000185736.16","turquoise"
"ENSG00000197479.7","grey"
"ENSG00000176769.9","grey"
"ENSG00000088386.17","yellow"
"ENSG00000231412.2","yellow"
"ENSG00000164309.15","green"
"ENSG00000153802.12","yellow"
"ENSG00000150394.14","grey"
"ENSG00000130294.17","brown"
"ENSG00000224149.1","brown"
"ENSG00000115009.13","grey"
"ENSG00000234964.4","yellow"
"ENSG00000248973.3","grey"
"ENSG00000214290.8","blue"
"ENSG00000254519.5","blue"
"ENSG00000214659.4","yellow"
"ENSG00000179242.16","grey"
"ENSG00000133135.14","turquoise"
"ENSG00000265574.1","grey"
"ENSG00000266524.3","turquoise"
"ENSG00000198092.6","yellow"
"ENSG00000281162.2","grey"
"ENSG00000154175.18","turquoise"
"ENSG00000171195.11","grey"
"ENSG00000262445.3","grey"
"ENSG00000062096.15","blue"
"ENSG00000236216.5","grey"
"ENSG00000236081.1","grey"
"ENSG00000186732.14","blue"
"ENSG00000243069.8","blue"
"ENSG00000159450.12","grey"
"ENSG00000198670.12","blue"
"ENSG00000026559.14","grey"
"ENSG00000251026.2","blue"
"ENSG00000184305.15","blue"
"ENSG00000196090.12","turquoise"
"ENSG00000133067.17","grey"
"ENSG00000206199.11","grey"
"ENSG00000255399.4","brown"
"ENSG00000099953.10","brown"
"ENSG00000269954.2","turquoise"
"ENSG00000070748.19","blue"
"ENSG00000203985.11","blue"
"ENSG00000146197.9","brown"
"ENSG00000137976.7","turquoise"
"ENSG00000134202.11","blue"
"ENSG00000122367.20","green"
"ENSG00000182742.6","turquoise"
"ENSG00000243566.7","turquoise"
"ENSG00000121446.20","blue"
"ENSG00000160221.18","grey"
"ENSG00000186207.5","yellow"
"ENSG00000260115.1","turquoise"
"ENSG00000203710.12","turquoise"
"ENSG00000151640.13","brown"
"ENSG00000149654.11","grey"
"ENSG00000188738.15","blue"
"ENSG00000224784.2","yellow"
"ENSG00000188505.5","yellow"
"ENSG00000151079.7","brown"
"ENSG00000184185.10","green"
"ENSG00000118785.14","brown"
"ENSG00000215559.8","grey"
"ENSG00000171798.18","yellow"
"ENSG00000287248.1","blue"
"ENSG00000286460.1","grey"
"ENSG00000154451.14","turquoise"
"ENSG00000147896.3","blue"
"ENSG00000206014.7","grey"
"ENSG00000273906.1","red"
"ENSG00000186094.17","blue"
"ENSG00000260289.2","grey"
"ENSG00000278518.1","blue"
"ENSG00000189410.12","yellow"
"ENSG00000154655.16","turquoise"
"ENSG00000146267.12","blue"
"ENSG00000237988.5","turquoise"
"ENSG00000233922.3","blue"
"ENSG00000180532.10","grey"
"ENSG00000167656.5","yellow"
"ENSG00000113494.17","turquoise"
"ENSG00000223872.2","grey"
"ENSG00000244573.3","grey"
"ENSG00000135625.8","grey"
"ENSG00000077274.9","green"
"ENSG00000167549.18","green"
"ENSG00000144891.18","brown"
"ENSG00000130700.7","grey"
"ENSG00000178445.10","turquoise"
"ENSG00000185028.4","green"
"ENSG00000231453.1","blue"
"ENSG00000103449.12","brown"
"ENSG00000165799.5","yellow"
"ENSG00000249102.3","grey"
"ENSG00000134321.12","blue"
"ENSG00000184515.11","grey"
"ENSG00000287656.1","yellow"
"ENSG00000101098.13","brown"
"ENSG00000137959.16","blue"
"ENSG00000089116.4","turquoise"
"ENSG00000081985.13","blue"
"ENSG00000128591.16","green"
"ENSG00000164694.17","brown"
"ENSG00000108417.4","yellow"
"ENSG00000160683.5","turquoise"
"ENSG00000257671.1","blue"
"ENSG00000287923.1","grey"
"ENSG00000188959.9","blue"
"ENSG00000117472.10","blue"
"ENSG00000276405.1","turquoise"
"ENSG00000279965.1","yellow"
"ENSG00000118520.15","yellow"
"ENSG00000176753.5","blue"
"ENSG00000149043.16","turquoise"
